coding,dimension,factor_subset,formula,metric,order,signed_nested_contrast
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,4,-0.051
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_negative_detg_positive_rest_measure_fraction,4,-0.05349999999999999
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,4,-0.043000000000000003
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),peak_detf_negative_detainv_positive_detg_negative_rest_measure_fraction,4,-0.07400000000000004
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),trajectory_min_det_f,4,82.07793446663149
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_target_rms,4,0.006648911704488769
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_rms,4,0.47235775400162083
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_activation_jump_rms,4,-4.376165898544011
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_arc_length_ratio,4,-1.5972308913679267
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_turning_density,4,-78.89098524860228
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_x_reversal_fraction,4,-0.09
"{""activation_sharing"": {""high"": ""shared"", ""low"": ""per_cell""}, ""geometry"": {""high"": ""short"", ""low"": ""long""}, ""muscle_extent"": {""high"": ""full"", ""low"": ""band""}, ""poisson"": {""high"": ""0.48999999999999999"", ""low"": ""0.34999999999999998""}}",2d,geometry:muscle_extent:activation_sharing:poisson,2^|S| * mean(y * product(coded +/-1 factors in S)),final_midline_y_range,4,-0.028564829212364966
